Date,Open,High,Low,Close,Volume
"Apr 5, 2022","469.32","471.76","455.07","458.58","2,481,900"
"Apr 4, 2022","461.04","473.49","460.61","468.81","2,974,500"
"Apr 1, 2022","455.00","461.55","450.96","458.19","2,718,400"
"Mar 31, 2022","461.59","465.43","455.43","455.62","4,141,300"
"Mar 30, 2022","461.52","466.77","456.84","460.06","3,889,200"
"Mar 29, 2022","459.16","467.80","452.44","466.33","4,323,800"
"Mar 28, 2022","433.42","450.32","433.15","450.01","4,472,600"
"Mar 25, 2022","435.44","438.62","426.00","431.62","3,283,600"
"Mar 24, 2022","426.08","432.21","421.49","432.14","5,544,300"
"Mar 23, 2022","437.51","437.98","416.47","422.90","13,979,800"
